timeseries_id,latitude,longitude,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,time
,degrees_north,degrees_east,Bar,degree_C,,degree_C,,,umole m^-2 s^-1,ug/L,,UTC
3350,56.7527,-161.7795,0.00640869140625,12.08750807415123,15321,12.207607375423265,15351,8519,0.3594520547945205,0.0,79.0,2020-10-01T00:00:00Z
3350,56.7527,-161.7795,0.00701904296875,11.880801203836256,15471,11.81356227719715,15620,8519,0.07189041095890411,0.0,79.0,2020-10-01T01:00:00Z
3350,56.7527,-161.7795,0.00732421875,11.645178890845386,15644,11.464663883220851,15863,8519,0.035945205479452055,0.0,79.0,2020-10-01T02:00:00Z
3350,56.7527,-161.7795,0.008544921875,11.340414567662606,15871,11.11246179868624,16113,8519,0.0,0.0,80.0,2020-10-01T03:00:00Z
3350,56.7527,-161.7795,0.00823974609375,11.04182122921145,16097,10.754549057699535,16372,8519,0.0,0.0,80.0,2020-10-01T04:00:00Z
3350,56.7527,-161.7795,0.01007080078125,10.865696955434203,16232,10.713539044532013,16402,8519,0.0,0.0,79.0,2020-10-01T05:00:00Z
3350,56.7527,-161.7795,0.010986328125,10.813827934392407,16272,10.805254609067504,16335,8519,0.0,0.0,79.0,2020-10-01T06:00:00Z
3350,56.7527,-161.7795,0.01220703125,10.798295162564614,16284,10.840969499429093,16309,8519,0.0,0.0,79.0,2020-10-01T07:00:00Z
3350,56.7527,-161.7795,0.013427734375,10.894286176883668,16210,10.98175605852191,16207,8519,0.0,0.0,79.0,2020-10-01T08:00:00Z
3350,56.7527,-161.7795,0.01434326171875,10.919011978839364,16191,11.097118404731418,16124,8519,0.0,0.0,79.0,2020-10-01T09:00:00Z
3350,56.7527,-161.7795,0.01556396484375,10.876087995250714,16224,10.856100578197129,16298,8519,0.0,0.0,79.0,2020-10-01T10:00:00Z
3350,56.7527,-161.7795,0.01678466796875,10.723400981621012,16342,10.743604089006567,16380,8519,0.0,0.0,79.0,2020-10-01T11:00:00Z
3350,56.7527,-161.7795,0.0177001953125,10.650088511514525,16399,10.706712945670063,16407,8519,0.0,0.0,80.0,2020-10-01T12:00:00Z
3350,56.7527,-161.7795,0.018310546875,10.56427941036742,16466,10.63723147469699,16458,8519,0.0,0.0,79.0,2020-10-01T13:00:00Z
3350,56.7527,-161.7795,0.01953125,10.482678070816746,16530,10.553116968944096,16520,8519,0.0,0.0,79.0,2020-10-01T14:00:00Z
3350,56.7527,-161.7795,0.0201416015625,10.421709671781628,16578,10.503103005292076,16557,8519,0.0,0.0,79.0,2020-10-01T15:00:00Z
3350,56.7527,-161.7795,0.02166748046875,10.33188995467981,16649,10.447841242095762,16598,8519,0.0,0.0,79.0,2020-10-01T16:00:00Z
3350,56.7527,-161.7795,0.02197265625,10.203603584857603,16751,10.251068857447592,16745,8519,0.07189041095890411,0.0,79.0,2020-10-01T17:00:00Z
3350,56.7527,-161.7795,0.023193359375,10.203603584857603,16751,10.263055456697543,16736,8519,0.26958904109589044,0.0,79.0,2020-10-01T18:00:00Z
3350,56.7527,-161.7795,0.0238037109375,10.601372420070959,16437,10.734032593586562,16387,8519,0.5751232876712329,0.0,80.0,2020-10-01T19:00:00Z
3350,56.7527,-161.7795,0.0238037109375,11.820594308916043,15515,11.908014060144296,15555,8519,1.1861917808219178,0.0,79.0,2020-10-01T20:00:00Z
3350,56.7527,-161.7795,0.0244140625,12.28809847180645,15177,12.722465146088155,15008,8519,0.32350684931506846,0.0,80.0,2020-10-01T21:00:00Z
3350,56.7527,-161.7795,0.0238037109375,12.227976625593612,15220,12.201686338523018,15355,8519,0.32350684931506846,0.0,80.0,2020-10-01T22:00:00Z
3350,56.7527,-161.7795,0.023193359375,11.983871632313196,15396,11.844024890131664,15599,8519,0.19769863013698633,0.0,79.0,2020-10-01T23:00:00Z
3350,56.7527,-161.7795,0.02288818359375,11.59516586045595,15681,11.298995768343161,15980,8519,0.16175342465753423,0.0,79.0,2020-10-02T00:00:00Z
3350,56.7527,-161.7795,0.02197265625,11.35506963460142,15860,11.005325660976894,16190,8519,0.16175342465753423,0.0,79.0,2020-10-02T01:00:00Z
3350,56.7527,-161.7795,0.0213623046875,11.03395828856128,16103,10.750443929425046,16375,8519,0.07189041095890411,0.0,79.0,2020-10-02T02:00:00Z
3350,56.7527,-161.7795,0.01922607421875,10.701505828434733,16359,10.356553962768203,16666,8519,0.017972602739726028,0.0,79.0,2020-10-02T03:00:00Z
3350,56.7527,-161.7795,0.01678466796875,10.445819251241062,16559,10.13692534945858,16831,8519,0.0,0.0,80.0,2020-10-02T04:00:00Z
3350,56.7527,-161.7795,0.01617431640625,10.26009202875565,16706,10.003778604295576,16932,8519,0.0,0.0,79.0,2020-10-02T05:00:00Z
3350,56.7527,-161.7795,0.013427734375,10.136042062221293,16805,9.81691266105048,17075,8519,0.0,0.0,79.0,2020-10-02T06:00:00Z
3350,56.7527,-161.7795,0.01190185546875,9.989252565930201,16923,9.689950146041554,17173,8519,0.0,0.0,79.0,2020-10-02T07:00:00Z
3350,56.7527,-161.7795,0.01129150390625,9.88422498134372,17008,9.644820501419133,17208,8519,0.0,0.0,80.0,2020-10-02T08:00:00Z
